radius,spatial_segregation_index
0.2,0.435409230060036
0.3,0.435409230060036
0.4000000000000001,0.4172274118782179
0.5000000000000001,0.3826763644029053
0.6000000000000001,0.3594437430755605
0.7000000000000002,0.343449377488858
0.8000000000000003,0.3235541827981076
0.9000000000000001,0.3097012856345267
1.0000000000000002,0.2928168847262359
1.1000000000000003,0.2778866844388249
1.2000000000000004,0.271301740470519
1.3000000000000005,0.2658613268473615
1.4000000000000004,0.2585468969085573
1.5000000000000004,0.2436735765937119
1.6000000000000003,0.2354940839928825
1.7000000000000004,0.2227040968284661
1.8000000000000005,0.2080412462344088
1.9000000000000008,0.1951720723497679
2.000000000000001,0.1857776174296588
2.1000000000000005,0.1744324907866665
2.200000000000001,0.1678297702360173
2.3000000000000007,0.1614556404088816
2.400000000000001,0.153836129535317
2.500000000000001,0.1477212869796831
2.600000000000001,0.1418928698770588
2.700000000000001,0.1356666236143098
2.800000000000001,0.1300688944308071
2.900000000000001,0.1253223323817237
3.000000000000001,0.1182285849849107
3.100000000000001,0.1091844451384808
3.200000000000001,0.0983255363034114
3.300000000000001,0.084697870431788
3.400000000000001,0.0766839666947944
