radius,spatial_segregation_index
0.2,0.1975113770437923
0.3,0.1819544590915894
0.4000000000000001,0.1767365201008109
0.5000000000000001,0.1715985222025011
0.6000000000000001,0.1667947343125317
0.7000000000000002,0.160961360090299
0.8000000000000003,0.1559138313153596
0.9000000000000001,0.1520875966593158
1.0000000000000002,0.1486363255507684
1.1000000000000003,0.1458134218266409
1.2000000000000004,0.1428650758096752
1.3000000000000005,0.1397798472934151
1.4000000000000004,0.1363995902926161
1.5000000000000004,0.1335288963033575
1.6000000000000003,0.1303595648679274
1.7000000000000004,0.1270375240198021
1.8000000000000005,0.123749079795191
1.9000000000000008,0.1204915653488744
2.000000000000001,0.1171305720863843
2.1000000000000005,0.1136968482550944
2.200000000000001,0.1105984687877768
2.3000000000000007,0.1075126549664543
2.400000000000001,0.1047799109251064
2.500000000000001,0.1019499038046449
2.600000000000001,0.0993781309087968
2.700000000000001,0.0968111912012199
2.800000000000001,0.0942437934584611
2.900000000000001,0.091889607515157
3.000000000000001,0.089464864841238
3.100000000000001,0.0872275446580703
3.200000000000001,0.0847695450085464
3.300000000000001,0.0824927839395152
3.400000000000001,0.0804565411937265
